AGYTYP,AGYTYPT,AGY,AGYT,AGYSUB,AGYSUBT
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLAM,DLAM-OFFICE OF THE ASSISTANT SECRETARY FOR ADMINISTRATION AND MANAGEMENT
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLBL,DLBL-BUREAU OF INTERNATIONAL LABOR AFFAIRS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLCA,DLCA-OFFICE OF CONGRESSIONAL AND INTERGOVERNMENTAL AFFAIRS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLCF,DLCF-OFFICE OF THE CHIEF FINANCIAL OFFICER
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLEH,DLEH-OFFICE OF DISABILITY EMPLOYMENT POLICY
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLET,DLET-EMPLOYMENT AND TRAINING ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLIG,DLIG-OFFICE OF THE INSPECTOR GENERAL
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLLS,DLLS-BUREAU OF LABOR STATISTICS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLMS,DLMS-MINE SAFETY AND HEALTH ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLOF,DLOF-OFFICE OF FEDERAL CONTRACT COMPLIANCE PROGRAMS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLOL,DLOL-OFFICE OF LABOR-MANAGEMENT STANDARDS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLOW,DLOW-OFFICE OF WORKERS' COMPENSATION PROGRAMS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPA,DLPA-OFFICE OF PUBLIC AFFAIRS
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPE,DLPE-OFFICE OF THE ASSISTANT SECRETARY FOR POLICY
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLPW,DLPW-EMPLOYEE BENEFITS SECURITY ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLSH,DLSH-OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLSL,DLSL-OFFICE OF THE SOLICITOR
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLVE,DLVE-VETERANS EMPLOYMENT AND TRAINING SERVICES
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLWB,DLWB-WOMEN'S BUREAU
1,Cabinet Level Agencies,DL,DL-DEPARTMENT OF LABOR,DLWH,DLWH-WAGE AND HOUR DIVISION
1,Cabinet Level Agencies,DN,DN-DEPARTMENT OF ENERGY,DN00,DN00-DEPARTMENT OF ENERGY
1,Cabinet Level Agencies,DN,DN-DEPARTMENT OF ENERGY,DNFE,DNFE-FEDERAL ENERGY REGULATORY COMMISSION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEA,EDEA-IMMEDIATE OFFICE OF THE SECRETARY OF EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEB,EDEB-OFFICE OF THE DUTY SECRETARY OF EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEC,EDEC-OFFICE FOR CIVIL RIGHTS
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDED,"EDED-OFFICE OF PLANNING, EVALUATION AND POLICY DEVELOPMENT"
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEE,EDEE-OFFICE OF THE UNDER SECRETARY
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEF,EDEF-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEG,EDEG-OFFICE OF THE GENERAL COUNSEL
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEH,EDEH-OFFICE OF SPECIAL EDUCATION AND REHABILITATIVE SERVICES
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEI,EDEI-OFFICE OF THE CHIEF INFORMATION OFFICER
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEJ,EDEJ-OFFICE OF LEGISLATION AND CONGRESSIONAL AFFAIRS
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEL,EDEL-OFFICE OF THE CHIEF FINANCIAL OFFICER
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEM,EDEM-OFFICE OF MANAGEMENT
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEN,EDEN-FEDERAL STUDENT AID
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEO,EDEO-OFFICE OF COMMUNICATIONS AND OUTREACH
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEP,EDEP-OFFICE OF POSTSECONDARY EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDER,EDER-INSTITUTE OF EDUCATION SCIENCES
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDES,EDES-OFFICE OF ELEMENTARY AND SECONDARY EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDET,EDET-OFFICE OF ENGLISH LANGUAGE ACQUISITION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEU,EDEU-OFFICE OF INNOVATION AND IMPROVEMENT
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEV,EDEV-OFFICE OF VOCATIONAL AND ADULT EDUCATION
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEX,EDEX-NATIONAL INSTITUTE FOR LITERACY
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEY,EDEY-ADVISORY COUNCILS AND COMMITTEES
1,Cabinet Level Agencies,ED,ED-DEPARTMENT OF EDUCATION,EDEZ,EDEZ-NATIONAL ASSESSMENT GOVERNING BOARD
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE10,HE10-OFFICE OF THE SECRETARY OF HEALTH AND HUMAN SERVICES
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE11,HE11-PROGRAM SUPPORT CENTER
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE12,HE12-ADMINISTRATION FOR COMMUNITY LIVING
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE13,HE13-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE31,HE31-OFFICE OF THE ASSISTANT SECRETARY FOR HEALTH
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE32,HE32-SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE33,HE33-AGENCY FOR HEALTHCARE RESEARCH AND QUALITY
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE34,HE34-HEALTH RESOURCES AND SERVICES ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE35,HE35-AGENCY FOR TOXIC SUBSTANCES AND DISEASE REGISTRY
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE36,HE36-FOOD AND DRUG ADMINISTRATION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE37,HE37-INDIAN HEALTH SERVICE
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE38,HE38-NATIONAL INSTITUTES OF HEALTH
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE39,HE39-CENTERS FOR DISEASE CONTROL AND PREVENTION
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE70,HE70-CENTERS FOR MEDICARE & MEDICAID SERVICES
1,Cabinet Level Agencies,HE,HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,HE90,HE90-ADMINISTRATION FOR CHILDREN AND FAMILIES
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSAA,HSAA-DHS HEADQUARTERS
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSAB,HSAB-CITIZENSHIP AND IMMIGRATION SERVICES
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSAC,HSAC-U.S. COAST GUARD
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSAD,HSAD-U.S. SECRET SERVICE
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSAE,HSAE-OFFICE OF THE INSPECTOR GENERAL
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSBB,HSBB-IMMIGRATION AND CUSTOMS ENFORCEMENT
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSBC,HSBC-TRANSPORTATION SECURITY ADMINISTRATION
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSBD,HSBD-CUSTOMS AND BORDER PROTECTION
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSBE,HSBE-FEDERAL LAW ENFORCEMENT TRAINING CENTERS
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSCA,HSCA-NATIONAL PROTECTION AND PROGRAMS DIRECTORATE
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSCB,HSCB-FEDERAL EMERGENCY MANAGEMENT AGENCY
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSDA,HSDA-DOMESTIC NUCLEAR DETECTION OFFICE
1,Cabinet Level Agencies,HS,HS-DEPARTMENT OF HOMELAND SECURITY,HSFA,HSFA-SCIENCE AND TECHNOLOGY DIRECTORATE
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU01,HU01-OFFICE OF THE SENIOR COORDINATOR FOR NEW ENGLAND
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU02,HU02-OFFICE OF THE SENIOR COORDINATOR FOR NEW YORK/NEW JERSEY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU03,HU03-OFFICE OF THE SENIOR COORDINATOR FOR MID-ATLANTIC
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU04,HU04-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHEAST/CARIBBEAN
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU05,HU05-OFFICE OF THE SENIOR COORDINATOR FOR MIDWEST
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU06,HU06-OFFICE OF THE SENIOR COORDINATOR FOR SOUTHWEST
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU07,HU07-OFFICE OF THE SENIOR COORDINATOR FOR GREAT PLAINS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU08,HU08-OFFICE OF THE SENIOR COORDINATOR FOR ROCKY MOUNTAINS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU09,HU09-OFFICE OF THE SENIOR COORDINATOR FOR PACIFIC/HAWAII
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HU10,HU10-OFFICE OF THE SENIOR COORDINATOR FOR NORTHWEST/ALASKA
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUAA,HUAA-OFFICE OF THE SECRETARY OF HOUSING AND URBAN DEVELOPMENT
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUBB,HUBB-OFFICE OF THE CHIEF HUMAN CAPITAL OFFICER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUCC,HUCC-OFFICE OF GENERAL COUNSEL
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUDD,HUDD-ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUEE,HUEE-ASSISTANT SECRETARY FOR FAIR HOUSING AND EQUAL OPPORTUNITY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUFF,HUFF-OFFICE OF THE CHIEF FINANCIAL OFFICER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUGG,HUGG-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUJJ,HUJJ-ASSISTANT SECRETARY FOR CONGRESSIONAL AND INTERGOVERNMENTAL RELATIONS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUKA,HUKA-CENTER FOR FAITH-BASED AND COMMUNITY INITIATIVES
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUKK,HUKK-OFFICE OF FIELD POLICY AND MANAGEMENT
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HULL,HULL-OFFICE OF HEALTHY HOMES AND LEAD HAZARD CONTROL
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUMM,HUMM-ASSISTANT SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUNN,HUNN-OFFICE OF THE CHIEF PROCUREMENT OFFICER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUPP,HUPP-ASSISTANT SECRETARY FOR PUBLIC AND INDIAN HOUSING
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUQQ,HUQQ-OFFICE OF THE CHIEF INFORMATION OFFICER
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HURR,HURR-ASSISTANT SECRETARY FOR POLICY DEVELOPMENT AND RESEARCH
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUTT,HUTT-GOVERNMENT NATIONAL MORTGAGE ASSOCIATION (GINNIE MAE)
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUUU,HUUU-OFFICE OF DEPARTMENTAL EQUAL EMPLOYMENT OPPORTUNITY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUVV,HUVV-OFFICE OF DISASTER MANAGEMENT AND NATIONAL SECURITY
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUWW,HUWW-ASSISTANT SECRETARY FOR PUBLIC AFFAIRS
1,Cabinet Level Agencies,HU,HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,HUXX,HUXX-OFFICE OF STRATEGIC PLANNING AND MANAGEMENT
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN01,IN01-OFFICE OF THE SECRETARY OF THE INTERIOR
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN05,IN05-BUREAU OF LAND MANAGEMENT
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN06,IN06-INDIAN AFFAIRS
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN07,IN07-BUREAU OF RECLAMATION
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN08,IN08-GEOLOGICAL SURVEY
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN10,IN10-NATIONAL PARK SERVICE
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN15,IN15-U.S. FISH AND WILDLIFE SERVICE
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN21,IN21-OFFICE OF THE SOLICITOR
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN22,"IN22-OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT"
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN24,IN24-OFFICE OF THE INSPECTOR GENERAL
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN26,IN26-BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT
1,Cabinet Level Agencies,IN,IN-DEPARTMENT OF THE INTERIOR,IN27,IN27-BUREAU OF OCEAN ENERGY MANAGEMENT
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV11,NV11-IMMEDIATE OFFICE OF THE CHIEF OF NAVAL OPERATIONS
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV12,NV12-DEPARTMENT OF THE NAVY/ASSISTANT FOR ADMINISTRATION (DON/AA)
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV14,NV14-OFFICE OF NAVAL RESEARCH
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV15,NV15-NAVAL INTELLIGENCE COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV18,NV18-NAVAL MEDICAL COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV19,NV19-NAVAL AIR SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV22,NV22-BUREAU OF NAVAL PERSONNEL
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV23,NV23-NAVAL SUPPLY SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV24,NV24-NAVAL SEA SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV25,NV25-NAVAL FACILITIES ENGINEERING COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV27,NV27-U.S. MARINE CORPS
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV30,NV30-STRATEGIC SYSTEMS PROGRAMS OFFICE
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV33,NV33-MILITARY SEALIFT COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV39,NV39-SPACE AND NAVAL WARFARE SYSTEMS COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV52,"NV52-COMMANDER, NAVY INSTALLATIONS"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV60,"NV60-U.S. ATLANTIC FLEET, COMMANDER IN CHIEF"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV70,"NV70-U.S. PACIFIC FLEET, COMMANDER IN CHIEF"
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV72,NV72-NAVAL RESERVE FORCE
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV74,NV74-NAVAL SPECIAL WARFARE COMMAND
1,Cabinet Level Agencies,NV,NV-DEPARTMENT OF THE NAVY,NV76,NV76-NAVAL EDUCATION AND TRAINING COMMAND
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD01,TD01-OFFICE OF THE SECRETARY OF TRANSPORTATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD03,TD03-FEDERAL AVIATION ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD04,TD04-FEDERAL HIGHWAY ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD05,TD05-FEDERAL RAILROAD ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD06,TD06-SAINT LAWRENCE SEAWAY DEVELOPMENT CORPORATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD09,TD09-FEDERAL TRANSIT ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD10,TD10-NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD12,TD12-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD13,TD13-MARITIME ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD15,TD15-SURFACE TRANSPORTATION BOARD
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD16,TD16-PIPELINE AND HAZARDOUS MATERIALS SAFETY ADMINISTRATION
1,Cabinet Level Agencies,TD,TD-DEPARTMENT OF TRANSPORTATION,TD17,TD17-FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR36,TR36-SPECIAL INSPECTOR GENERAL FOR THE TROUBLED ASSETS RELIEF PROGRAM (TARP)
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR40,TR40-ALCOHOL AND TOBACCO TAX AND TRADE BUREAU
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR91,TR91-DEPARTMENTAL OFFICES
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR93,TR93-INTERNAL REVENUE SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TR95,TR95-OFFICE OF INSPECTOR GENERAL
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAD,TRAD-U.S. MINT
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAF,TRAF-FINANCIAL CRIMES ENFORCEMENT NETWORK
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAI,TRAI-BUREAU OF ENGRAVING AND PRINTING
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRAJ,TRAJ-OFFICE OF THE COMPTROLLER OF THE CURRENCY
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRFD,TRFD-BUREAU OF THE FISCAL SERVICE
1,Cabinet Level Agencies,TR,TR-DEPARTMENT OF THE TREASURY,TRTG,TRTG-OFFICE OF THE INSPECTOR GENERAL FOR TAX ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAA,VAAA-OFFICE OF THE SECRETARY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAD,VAAD-BOARD OF VETERANS APPEALS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAE,VAAE-GENERAL COUNSEL
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAF,VAAF-INSPECTOR GENERAL
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAAG,VAAG-MY VA INITIATIVE
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABA,VABA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR HUMAN RESOURCES AND ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABC,VABC-ASSISTANT SECRETARY FOR HUMAN RESOURCES MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABD,VABD-ASSISTANT SECRETARY FOR DIVERSITY & INCLUSION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABE,VABE-DEPUTY ASSISTANT SECRETARY FOR ADMINISTRATION
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABF,VABF-DEPUTY ASSISTANT SECRETARY FOR OFFICE OF RESOLUTION MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABG,VABG-DEPUTY ASSISTANT SECRETARY FOR CORPORATE SENIOR EXECUTIVE MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABH,VABH-DEPUTY ASSISTANT SECRETARY FOR LABOR MANAGEMENT RELATIONS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABI,VABI-DEAN FOR VA LEARNING UNIVERSITY
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABJ,VABJ-VETERAN EMPLOYMENT SERVICES OFFICE
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VABK,VABK-OFFICE OF ENTERPRISE OPERATIONS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADA,VADA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR MANAGEMENT
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADC,VADC-DEPUTY ASSISTANT SECRETARY FOR BUDGET
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADD,VADD-DEPUTY ASSISTANT SECRETARY FOR FINANCE
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VADG,VADG-DEPUTY ASSISTANT SECRETARY FOR ACQUISTION AND LOGISTICS
1,Cabinet Level Agencies,VA,VA-DEPARTMENT OF VETERANS AFFAIRS,VAEA,VAEA-IMMEDIATE OFFICE OF THE ASSISTANT SECRETARY FOR INFORMATION AND TECHNOLOGY
